PDB_ID,Resolution,Year,Ki,Measurement,Is_Ki
3bft,2.27,2008,6.49,Ki=323nM,True
4hw3,2.4,2013,6.49,Ki=0.32uM,True
5tuo,2.5,2017,6.49,Ki=323nM,True
6ftw,2.16,2019,6.49,Ki=0.32uM,True
6q54,1.4,2019,6.49,Ki=0.32uM,True
4kzu,2.1,2013,6.5,Ki=313nM,True
4oc0,1.85,2014,6.5,Ki=318nM,True
6o5t,2.1,2019,6.5,Ki=0.316uM,True
6rfw,2.18,2019,6.5,Ki=316nM,True
2usn,2.2,1998,6.51,Ki=0.31uM,True
3hf8,1.85,2010,6.51,Ki=0.31uM,True
3wmc,2.1,2014,6.51,Ki=0.31uM,True
4zbi,2.5,2015,6.51,Ki=0.31uM,True
5t8o,2.41,2017,6.51,Ki=0.31uM,True
6faf,1.99,2018,6.51,Ki=306.1nM,True
1alw,2.03,1998,6.52,Ki=0.3uM,True
1k9s,2,2001,6.52,Ki=0.30uM,True
2h4g,2.5,2006,6.52,Ki=0.3uM,True
2nt7,2.1,2007,6.52,Ki=0.30uM,True
2oxy,1.81,2007,6.52,Ki=0.30uM,True
3dx3,1.42,2009,6.52,Ki=300nM,True
4uj1,1.77,2016,6.52,Ki=300nM,True
1o3l,1.4,2003,6.54,Ki=0.29uM,True
3fuz,1.65,2010,6.54,Ki=290nM,True
3sr4,2.5,2011,6.54,Ki=0.29uM,True
4pv5,2.3,2015,6.54,Ki=0.29uM,True
1hp5,2.1,2001,6.55,Ki=280nM,True
1n4h,2.1,2003,6.55,Ki=0.28uM,True
2bok,1.64,2005,6.55,Ki=0.28uM,True
2xxr,1.6,2011,6.55,Ki=280nM,True
5sym,1.55,2016,6.55,Ki=280nM,True
6e5t,1.55,2019,6.55,Ki=285nM,True
6f3b,1.4,2018,6.56,Ki=273.3nM,True
2pwc,1.78,2008,6.57,Ki=0.27uM,True
3qox,2.3,2011,6.57,Ki=0.27uM,True
3tfn,2.07,2012,6.57,Ki=0.27uM,True
4fs4,1.74,2012,6.57,Ki=270nM,True
5er2,1.8,1991,6.57,Ki=0.27uM,True
6ecz,2.21,2018,6.57,Ki=0.27uM,True
3pb9,1.12,2011,6.58,Ki=0.262uM,True
4cd4,1.2,2014,6.58,Ki=263nM,True
1fiv,2,1995,6.59,Ki=260nM,True
1izi,2.15,2002,6.59,Ki=0.26uM,True
2E+091,2.14,2007,6.59,Ki=0.26uM,True
2pvh,2.2,2008,6.59,Ki=0.26uM,True
2pwr,1.5,2008,6.59,Ki=0.26uM,True
3gs6,2.3,2009,6.59,Ki=0.26uM,True
3t8v,1.8,2011,6.59,Ki=260nM,True
4xas,2.35,2015,6.59,Ki=260nM,True
5ew0,1.3,2016,6.59,Ki=0.26uM,True
5vja,2.46,2018,6.59,Ki=0.260uM,True
6fag,1.79,2018,6.59,Ki=255.1nM,True
1g7g,2.2,2001,6.6,Ki=0.25uM,True
1jzs,2.5,2001,6.6,Ki=0.25uM,True
2f7p,1.28,2006,6.6,Ki=0.249uM,True
2j4g,2.25,2007,6.6,Ki=0.25uM,True
2wly,2.4,2010,6.6,Ki=0.25uM,True
3dln,1.91,2008,6.6,Ki=249nM,True
3lxe,1.9,2010,6.6,Ki=250nM,True
4oc1,1.75,2014,6.6,Ki=254nM,True
5l7e,1.86,2016,6.6,Ki=0.25uM,True
6eis,2.36,2018,6.6,Ki=252nM,True
6d19,1.45,2019,6.61,Ki=0.246uM,True
1afk,1.7,1998,6.62,Ki=240nM,True
3ozp,2,2011,6.62,Ki=0.24uM,True
4er1,2,1991,6.62,Ki=0.242uM,True
4gfo,2.3,2013,6.62,Ki=0.24uM,True
6eqv,1.9,2018,6.62,Ki=238nM,True
2x7t,1.89,2010,6.63,Ki=232nM,True
2yfe,2,2012,6.63,Ki=0.236uM,True
4k77,2.4,2013,6.63,Ki=235nM,True
4xip,1.7,2015,6.63,Ki=235nM,True
6b97,1.76,2017,6.63,Ki=0.237uM,True
1lcp,1.65,1995,6.64,Ki=0.23uM,True
1sln,2.27,1996,6.64,Ki=0.23uM,True
2b1g,2.1,2006,6.64,Ki=0.23uM,True
2d3z,1.8,2006,6.64,Ki=0.23uM,True
2za0,1.7,2008,6.64,Ki=0.23uM,True
3fee,1.56,2009,6.64,Ki=230nM,True
3mzc,1.5,2011,6.65,Ki=226nM,True
4yha,2.2,2015,6.65,Ki=225nM,True
1cps,2.25,1993,6.66,Ki=0.22uM,True
1elc,1.75,1994,6.66,Ki=0.22uM,True
1pxp,2.3,2004,6.66,Ki=0.22uM,True
1wur,1.82,2005,6.66,Ki=0.22uM,True
2xj7,2,2010,6.66,Ki=220nM,True
2yz3,2.3,2008,6.66,Ki=220nM,True
3pwd,2.2,2011,6.66,Ki=0.22uM,True
3zj6,2.4,2014,6.66,Ki=0.22uM,True
5nxi,1.16,2018,6.66,Ki=217.4nM,True
6dar,1.88,2018,6.66,Ki=0.219uM,True
5fho,2.3,2016,6.67,Ki=0.213uM,True
5op5,1.9,2017,6.67,Ki=0.216uM,True
6plf,1.7,2019,6.67,Ki=214nM,True
1c5x,1.75,2000,6.68,Ki=0.21uM,True
2qbs,2.1,2008,6.68,Ki=0.21uM,True
3su1,1.4,2012,6.68,Ki=208nM,True
4ca8,1.99,2013,6.68,Ki=210nM,True
4ew2,1.6,2013,6.68,Ki=0.21uM,True
5o4f,2.1,2017,6.68,Ki=208nM,True
2jew,1.4,2007,6.69,Ki=206nM,True
1eld,2,1995,6.7,Ki=0.20uM,True
1f3e,1.85,2000,6.7,Ki=0.2uM,True
1koj,1.9,2002,6.7,Ki=0.2uM,True
2a5s,1.7,2005,6.7,Ki=0.2uM,True
2oxx,2.3,2007,6.7,Ki=0.20uM,True
3eko,1.55,2008,6.7,Ki=0.2uM,True
3t60,2.4,2012,6.7,Ki=0.2uM,True
3t64,1.65,2012,6.7,Ki=0.2uM,True
4f09,2.4,2012,6.7,Ki=200nM,True
4jz1,1.9,2014,6.7,Ki=0.2uM,True
4o2p,2.1,2015,6.7,Ki=0.20uM,True
5g5v,1.8,2018,6.7,Ki=199nM,True
6ebe,1.88,2018,6.7,Ki=0.20uM,True
6rfn,2.29,2019,6.7,Ki=199.5nM,True
2f94,1.94,2006,6.71,Ki=195nM,True
4cd5,1.1,2014,6.71,Ki=194nM,True
5op4,2,2017,6.71,Ki=0.194uM,True
5tt3,2.2,2017,6.71,Ki=193nM,True
2xc0,2.05,2010,6.72,Ki=192nM,True
3gst,1.9,1993,6.72,Ki=0.19uM,True
3l4v,2.1,2010,6.72,Ki=0.19uM,True
3l4z,2,2010,6.72,Ki=0.19uM,True
4djv,1.73,2012,6.72,Ki=0.19uM,True
4i74,1.68,2013,6.72,Ki=190nM,True
5vb7,2.34,2017,6.72,Ki=0.19uM,True
1wvj,1.75,2005,6.73,Ki=185nM,True
4r5b,1.5,2014,6.73,Ki=185nM,True
1add,2.4,1994,6.74,Ki=0.18uM,True
2x91,1.98,2010,6.74,Ki=180nM,True
2zc9,1.58,2008,6.74,Ki=180nM,True
2zgx,1.8,2008,6.74,Ki=180nM,True
3oim,1.45,2011,6.74,Ki=180nM,True
4ca6,1.91,2013,6.74,Ki=180nM,True
4ew3,1.7,2013,6.74,Ki=0.18uM,True
5za9,1.62,2018,6.74,Ki=183nM,True
3ikd,2,2009,6.75,Ki=0.179uM,True
4cwt,1.9,2014,6.75,Ki=0.179uM,True
2on6,2.5,2007,6.76,Ki=172nM,True
6f9v,1.69,2018,6.76,Ki=171.9nM,True
1o30,1.55,2003,6.77,Ki=0.17uM,True
1o3j,1.4,2003,6.77,Ki=0.17uM,True
1om1,1.68,2004,6.77,Ki=0.17uM,True
1ony,2.15,2003,6.77,Ki=0.17uM,True
1qb1,1.8,2000,6.77,Ki=170nM,True
3fas,1.4,2008,6.77,Ki=171nM,True
3fvn,1.5,2010,6.77,Ki=169nM,True
4cwp,1.95,2014,6.77,Ki=0.170uM,True
4x48,1.89,2015,6.77,Ki=170nM,True
5ayt,1.4,2016,6.77,Ki=0.17uM,True
5zaf,1.65,2018,6.78,Ki=166nM,True
6sbt,2.3,2019,6.78,Ki=0.166uM,True
3su0,1.16,2012,6.79,Ki=162nM,True
6s4n,1.9,2019,6.79,Ki=162nM,True
1nq7,1.5,2003,6.8,Ki=0.16uM,True
2xhm,1.96,2010,6.8,Ki=0.16uM,True
3c88,1.6,2008,6.8,Ki=157nM,True
3fx6,1.85,2009,6.8,Ki=0.16uM,True
3s2v,2.5,2011,6.8,Ki=157nM,True
2uwp,1.75,2007,6.81,Ki=154nM,True
5zae,1.73,2018,6.81,Ki=156nM,True
1fhd,1.9,2000,6.82,Ki=0.15uM,True
1o38,1.38,2003,6.82,Ki=0.15uM,True
2b1i,2.02,2006,6.82,Ki=0.15uM,True
2oxd,2.3,2007,6.82,Ki=0.15uM,True
2rfh,1.7,2008,6.82,Ki=0.15uM,True
2xyd,2.15,2011,6.82,Ki=150nM,True
2zq0,1.6,2008,6.82,Ki=0.15uM,True
3dx2,1.4,2009,6.82,Ki=150nM,True
4nue,1.3,2014,6.82,Ki=0.15uM,True
4qy3,1.5,2014,6.82,Ki=0.15uM,True
2xnb,1.85,2010,6.83,Ki=149nM,True
1bhx,2.3,1998,6.84,Ki=0.145uM,True
2y5g,1.29,2011,6.84,Ki=146nM,True
3ewj,1.8,2008,6.84,Ki=143nM,True
5cep,1.99,2015,6.84,Ki=0.145uM,True
1ele,2,1995,6.85,Ki=0.14uM,True
1g30,2,2001,6.85,Ki=140nM,True
1xk9,2.1,2005,6.85,Ki=140nM,True
3n76,1.9,2011,6.85,Ki=0.14uM,True
3pn4,1.9,2011,6.85,Ki=140nM,True
5f1v,2.2,2016,6.85,Ki=140nM,True
3aid,2.5,1997,6.86,Ki=137nM,True
1cgl,2.4,1995,6.87,Ki=0.135uM,True
2zcr,1.92,2008,6.87,Ki=135nM,True
4mhz,1.95,2014,6.87,Ki=0.134uM,True
4re4,2.29,2015,6.87,Ki=135nM,True
5nih,1.3,2017,6.87,Ki=134nM,True
1xka,2.3,1999,6.88,Ki=131nM,True
3oe5,1.52,2011,6.88,Ki=132nM,True
4bco,2.05,2013,6.88,Ki=0.131uM,True
1fh8,1.95,2000,6.89,Ki=0.13uM,True
1sb1,1.9,2004,6.89,Ki=0.128uM,True
1uz1,2,2004,6.89,Ki=130nM,True
2E+092,2.31,2007,6.89,Ki=0.13uM,True
2r3w,1.92,2008,6.89,Ki=0.128uM,True
3jya,2.1,2009,6.89,Ki=0.1301uM,True
3l4x,1.9,2010,6.89,Ki=0.13uM,True
3r4n,2,2011,6.89,Ki=0.13uM,True
4x8v,2.5,2015,6.89,Ki=130nM,True
3gbb,2.1,2009,6.9,Ki=126nM,True
4bcm,2.45,2013,6.91,Ki=0.123uM,True
1a9m,2.3,1998,6.92,Ki=119nM,True
1o2j,1.65,2003,6.92,Ki=0.12uM,True
1pkx,1.9,2004,6.92,Ki=0.12uM,True
2d3u,2,2006,6.92,Ki=0.12uM,True
2uy0,1.76,2008,6.92,Ki=120nM,True
3bl0,1.9,2008,6.92,Ki=121nM,True
3lir,1.9,2010,6.92,Ki=119nM,True
5d45,1.65,2016,6.92,Ki=0.12uM,True
6c9v,1.7,2019,6.92,Ki=120.2nM,True
4f9w,2,2013,6.94,Ki=114nM,True
4rn4,1.53,2015,6.94,Ki=114nM,True
4xir,1.7,2015,6.94,Ki=115nM,True
1tcx,2.3,1996,6.95,Ki=112nM,True
1gvw,1,2002,6.96,Ki=110nM,True
1oyq,1.9,2003,6.96,Ki=110nM,True
1x8j,2.35,2005,6.96,Ki=0.11uM,True
3pn1,2,2011,6.96,Ki=110nM,True
3t84,2,2011,6.97,Ki=106nM,True
4xar,2.26,2015,6.97,Ki=107nM,True
5zag,1.95,2018,6.97,Ki=108nM,True
1my4,1.9,2003,6.98,Ki=105nM,True
3t83,1.8,2011,6.98,Ki=105nM,True
6eif,2.22,2018,6.98,Ki=104nM,True
3slz,1.4,2011,6.99,Ki=102nM,True
4fai,1.65,2012,6.99,Ki=101.3nM,True
1fki,2.2,1994,7,Ki=100nM,True
1fpc,2.3,1995,7,Ki=0.1uM,True
1gj6,1.5,2002,7,Ki=0.10uM,True
1zoh,1.81,2005,7,Ki=100nM,True
3l4y,1.8,2010,7,Ki=0.10uM,True
3t82,2,2011,7,Ki=101nM,True
4b6o,2,2012,7,Ki=100nM,True
4riv,1.63,2015,7,Ki=100nM,True
5d47,1.7,2016,7,Ki=0.10uM,True
5edb,1.18,2016,7,Ki=0.1uM,True
5fl4,1.82,2015,7,Ki=101nM,True
5g2b,1.83,2017,7,Ki=100nM,True
5l8c,2.01,2018,7,Ki=100nM,True
5mwy,1.75,2018,7,Ki=100nM,True
5sz6,1.15,2016,7,Ki=99nM,True
6hr2,1.76,2019,7,Ki=100nM,True
1ypj,1.78,2006,7.02,Ki=95nM,True
2vwl,1.8,2009,7.02,Ki=95nM,True
3igp,1.65,2010,7.02,Ki=94.5nM,True
3n4b,1.6,2011,7.02,Ki=96nM,True
3pbb,1.95,2011,7.02,Ki=0.095uM,True
6p3v,2.5,2019,7.02,Ki=0.096uM,True
2vwm,1.96,2009,7.03,Ki=93nM,True
5hz9,2.3,2016,7.03,Ki=0.093uM,True
4p6x,2.5,2014,7.04,Ki=91nM,True
1xug,1.5,1998,7.05,Ki=0.09uM,True
2bq7,2.2,2006,7.05,Ki=89nM,True
2jxr,2.4,1997,7.05,Ki=90nM,True
3ahn,1.8,2010,7.05,Ki=90.1nM,True
3aho,1.88,2010,7.05,Ki=88.9nM,True
3i4y,1.85,2010,7.05,Ki=0.09uM,True
4h3j,1.6,2012,7.05,Ki=90nM,True
6c0s,2.35,2018,7.05,Ki=89nM,True
1ui0,1.5,2003,7.06,Ki=88nM,True
3po6,1.47,2011,7.06,Ki=87.3nM,True
4cwq,2,2014,7.06,Ki=0.088uM,True
5e2r,1.6,2015,7.06,Ki=86.2nM,True
5zc5,1.9,2018,7.06,Ki=88nM,True
2f9k,2.06,2006,7.07,Ki=85.9nM,True
3cl0,2.2,2008,7.07,Ki=84.8nM,True
4oc5,1.7,2014,7.07,Ki=85nM,True
4xiq,1.84,2015,7.07,Ki=86nM,True
5hz5,1.4,2017,7.07,Ki=0.086uM,True
1lpg,2,2003,7.09,Ki=82nM,True
1yq7,2.2,2005,7.09,Ki=82.2nM,True
2bz6,1.6,2006,7.09,Ki=0.081uM,True
3f7h,1.8,2009,7.09,Ki=82nM,True
5k0h,2.2,2016,7.09,Ki=0.081uM,True
5zg0,1.58,2019,7.09,Ki=0.082uM,True
3ebi,2,2009,7.1,Ki=79nM,True
3zdg,2.48,2013,7.1,Ki=79nM,True
4bny,1.8,2013,7.1,Ki=0.08uM,True
4uj2,2.02,2016,7.1,Ki=80nM,True
4zx4,1.9,2016,7.11,Ki=0.078uM,True
5ula,1.5,2017,7.11,Ki=77nM,True
6dpt,1.79,2018,7.11,Ki=77nM,True
1nz7,2.4,2003,7.12,Ki=0.076uM,True
1xd0,2,2004,7.12,Ki=0.075uM,True
1z95,1.8,2005,7.12,Ki=76nM,True
2pov,1.6,2007,7.12,Ki=75nM,True
2x2r,2.2,2011,7.12,Ki=76.2nM,True
3dx4,1.38,2009,7.12,Ki=76nM,True
4e0x,2,2012,7.12,Ki=76nM,True
5upj,2.3,1997,7.12,Ki=75nM,True
6o48,1.46,2019,7.12,Ki=75nM,True
1o3d,1.33,2003,7.13,Ki=0.074uM,True
3zc5,2.2,2013,7.13,Ki=74nM,True
4b6p,2.3,2012,7.13,Ki=74nM,True
4kx8,2.4,2013,7.13,Ki=74nM,True
4zbf,2.2,2015,7.13,Ki=0.074uM,True
2vot,1.95,2008,7.14,Ki=72nM,True
3ffp,1.81,2009,7.14,Ki=72.5nM,True
3n7o,1.8,2010,7.14,Ki=72nM,True
4ks4,2.5,2013,7.14,Ki=72nM,True
4wov,1.8,2015,7.14,Ki=72nM,True
4xaq,2.21,2015,7.14,Ki=71.7nM,True
1elb,2.1,1994,7.15,Ki=70nM,True
1pxn,2.5,2004,7.15,Ki=0.07uM,True
1zog,2.3,2005,7.15,Ki=70nM,True
2qnn,1.48,2008,7.15,Ki=0.07uM,True
3n9r,1.8,2010,7.15,Ki=70nM,True
1f0u,1.9,2000,7.16,Ki=69nM,True
4iva,1.5,2013,7.16,Ki=68.4nM,True
1g36,1.9,2001,7.17,Ki=67nM,True
1o2h,1.77,2003,7.17,Ki=0.068uM,True
4o0x,2.48,2014,7.17,Ki=68nM,True
5v0n,2.16,2017,7.17,Ki=67.1nM,True
6g2l,1.48,2018,7.17,Ki=68nM,True
5wex,1.26,2017,7.18,Ki=66.3nM,True
6e5l,1.17,2019,7.18,Ki=66.7nM,True
1gi4,1.37,2002,7.19,Ki=0.065uM,True
1z9y,1.66,2006,7.19,Ki=65nM,True
3gdt,1.6,2009,7.19,Ki=64nM,True
3nsn,2.1,2010,7.19,Ki=65nM,True
4app,2.2,2012,7.19,Ki=0.064uM,True
4zx3,2,2016,7.19,Ki=0.065uM,True
6c7x,1.5,2018,7.19,Ki=65.2nM,True
6ndl,2,2019,7.19,Ki=0.065uM,True
2pow,1.75,2007,7.2,Ki=63nM,True
3k2f,1.98,2009,7.2,Ki=63nM,True
3mz6,2,2010,7.2,Ki=63nM,True
5bwc,2.45,2015,7.21,Ki=0.061uM,True
5zg3,1.65,2019,7.21,Ki=0.061uM,True
1gvx,1,2002,7.22,Ki=60nM,True
1lan,1.9,1995,7.22,Ki=60nM,True
2epn,1.61,2008,7.22,Ki=60nM,True
2h6t,1.9,2007,7.22,Ki=60nM,True
2hnc,1.55,2006,7.22,Ki=60nM,True
3k99,2.1,2010,7.22,Ki=60nM,True
3m35,2.2,2010,7.22,Ki=60nM,True
3uz5,1.9,2012,7.22,Ki=0.06uM,True
4cra,1.8,2015,7.22,Ki=0.06uM,True
4gfm,2.3,2013,7.22,Ki=0.06uM,True
4o0y,2.2,2014,7.22,Ki=60nM,True
5tfx,1.5,2017,7.22,Ki=60.9nM,True
5we9,1.8,2017,7.22,Ki=0.06uM,True
3f8e,2,2009,7.23,Ki=59nM,True
4djx,1.5,2012,7.23,Ki=59nM,True
4lxd,1.9,2013,7.23,Ki=59nM,True
1g2l,1.9,2001,7.24,Ki=57nM,True
1oyt,1.67,2003,7.24,Ki=0.057uM,True
2psv,1.75,2007,7.24,Ki=58nM,True
3ikg,1.86,2009,7.24,Ki=0.057uM,True
3n3g,1.6,2010,7.24,Ki=58nM,True
4ha5,1.83,2012,7.24,Ki=58nM,True
5dh4,2.2,2016,7.24,Ki=58nM,True
5nxw,1.1,2018,7.24,Ki=57.4nM,True
6g3q,1.01,2018,7.24,Ki=57.9nM,True
2ole,2.4,2008,7.25,Ki=56.2nM,True
2qzr,1.95,2007,7.26,Ki=55nM,True
3gc5,1.4,2009,7.26,Ki=55nM,True
4itp,1.7,2014,7.27,Ki=54nM,True
4xit,1.86,2015,7.27,Ki=54nM,True
1hii,2.3,1995,7.28,Ki=53nM,True
2ceq,2.14,2006,7.28,Ki=53nM,True
2qhz,1.85,2008,7.28,Ki=53nM,True
3fl5,2.3,2009,7.28,Ki=52nM,True
3o7u,1.71,2011,7.28,Ki=52nM,True
4alx,2.3,2012,7.28,Ki=52nM,True
4m2w,1.66,2013,7.28,Ki=52nM,True
5cap,2.4,2015,7.28,Ki=52nM,True
4do4,1.4,2012,7.29,Ki=51nM,True
4iwz,1.6,2013,7.29,Ki=51nM,True
5xva,1.85,2018,7.29,Ki=0.051uM,True
1o3i,1.51,2003,7.3,Ki=0.05uM,True
1tmn,1.9,1989,7.3,Ki=50nM,True
1zge,1.65,2006,7.3,Ki=50nM,True
2i3i,2.3,2006,7.3,Ki=0.05uM,True
2qi1,2,2008,7.3,Ki=50nM,True
3c52,2.3,2008,7.3,Ki=0.05uM,True
3n0n,1.5,2011,7.3,Ki=50nM,True
3r16,1.6,2011,7.3,Ki=50nM,True
4riu,1.65,2015,7.3,Ki=50nM,True
4sga,1.8,1991,7.3,Ki=50nM,True
5l7h,1.84,2016,7.3,Ki=50nM,True
1o1s,2.3,2003,7.31,Ki=49nM,True
6ex1,1.6,2018,7.31,Ki=49.4nM,True
1qf1,2,1999,7.32,Ki=48nM,True
1ydt,2.3,1997,7.32,Ki=48nM,True
3ipu,2.4,2010,7.32,Ki=48nM,True
3pww,1.22,2011,7.32,Ki=48nM,True
6c9s,2.23,2019,7.32,Ki=48nM,True
6p3t,2.5,2019,7.32,Ki=0.048uM,True
6s5k,1.6,2019,7.32,Ki=47.9nM,True
2j2u,1.9,2006,7.33,Ki=47nM,True
2r2m,2.1,2008,7.33,Ki=47.1nM,True
2gv6,2.1,2006,7.34,Ki=46nM,True
2vvs,2.24,2008,7.34,Ki=46nM,True
3f7i,1.9,2009,7.34,Ki=46nM,True
5dqc,2.47,2016,7.34,Ki=45.6nM,True
3rtf,1.7,2011,7.35,Ki=45nM,True
3s6t,2.3,2012,7.35,Ki=45nM,True
3su2,1.5,2012,7.35,Ki=44.8nM,True
3zdh,2.2,2013,7.35,Ki=45nM,True
4ca7,1.82,2013,7.36,Ki=44nM,True
5fl6,1.95,2015,7.36,Ki=43.6nM,True
3f7g,2.3,2009,7.37,Ki=43nM,True
6nwl,1.6,2019,7.37,Ki=43nM,True
6pve,2.3,2019,7.37,Ki=43nM,True
1bxq,1.41,1998,7.38,Ki=42nM,True
1qf0,2.2,1999,7.38,Ki=42nM,True
2qi0,2.1,2008,7.38,Ki=42nM,True
4o07,1.86,2014,7.38,Ki=42nM,True
5ceq,1.91,2015,7.38,Ki=0.042uM,True
5zaj,1.65,2018,7.38,Ki=42nM,True
6gwe,2.3,2019,7.38,Ki=42nM,True
2hzy,1.35,2006,7.39,Ki=41nM,True
3mna,1.5,2011,7.39,Ki=41nM,True
3p5l,1.5,2011,7.39,Ki=40.8nM,True
4na9,2.24,2014,7.39,Ki=41nM,True
1f8c,1.7,2001,7.4,Ki=0.04uM,True
1owh,1.61,2003,7.4,Ki=40nM,True
1zoe,1.77,2005,7.4,Ki=40nM,True
2bpy,1.9,1999,7.4,Ki=39.8nM,True
2i3h,1.62,2006,7.4,Ki=0.04uM,True
2zy1,1.78,2009,7.4,Ki=0.04uM,True
3rlq,1.9,2011,7.4,Ki=40nM,True
4jyt,2,2014,7.4,Ki=0.04uM,True
4jzi,2,2014,7.4,Ki=0.04uM,True
4z83,1.8,2015,7.4,Ki=40nM,True
1ik4,2,2001,7.41,Ki=39nM,True
3s5y,2.1,2012,7.41,Ki=39.1nM,True
3zns,2.45,2013,7.41,Ki=39nM,True
1q5k,1.94,2004,7.42,Ki=38nM,True
1t32,1.85,2005,7.42,Ki=38nM,True
2pou,1.6,2007,7.42,Ki=38nM,True
2xys,1.91,2011,7.42,Ki=38nM,True
2isw,1.75,2006,7.43,Ki=37nM,True
3mmf,1.5,2011,7.43,Ki=37nM,True
4o05,1.79,2014,7.43,Ki=37nM,True
1ciz,1.64,1999,7.44,Ki=36nM,True
1qb9,1.8,2000,7.44,Ki=36nM,True
1vzq,1.54,2005,7.44,Ki=36nM,True
2f7o,1.43,2006,7.44,Ki=0.036uM,True
2oxn,1.7,2007,7.44,Ki=36nM,True
2qbq,2.1,2008,7.44,Ki=0.036uM,True
2r38,1.81,2008,7.44,Ki=0.036uM,True
3znr,2.4,2013,7.44,Ki=36nM,True
4m2v,1.72,2013,7.44,Ki=36nM,True
6o0o,2,2019,7.44,Ki=36nM,True
1sqo,1.84,2004,7.46,Ki=0.035uM,True
2p53,2.1,2007,7.46,Ki=35nM,True
3fed,1.29,2009,7.46,Ki=34.6nM,True
3ocz,1.35,2011,7.46,Ki=35nM,True
4cpr,1.8,2014,7.46,Ki=35nM,True
4dff,2.11,2012,7.46,Ki=35nM,True
5fdc,1.75,2016,7.46,Ki=34.8nM,True
6gxb,1.35,2019,7.46,Ki=35nM,True
3oe4,1.49,2011,7.47,Ki=34nM,True
3own,2,2010,7.47,Ki=34nM,True
5ny3,1.4,2018,7.47,Ki=33.9nM,True
5o07,1.8,2017,7.47,Ki=33.8nM,True
1iiq,1.83,2002,7.48,Ki=33nM,True
1u71,2.2,2005,7.48,Ki=33nM,True
2qhy,1.85,2008,7.48,Ki=33nM,True
2qwe,2,1998,7.48,Ki=0.033uM,True
3l3l,2.5,2010,7.48,Ki=33nM,True
3u92,1.9,2012,7.48,Ki=32.8nM,True
6dl2,1.47,2019,7.48,Ki=33nM,True
2hhn,1.55,2007,7.49,Ki=32nM,True
3nyx,2.5,2010,7.49,Ki=32nM,True
5vih,2.4,2017,7.49,Ki=32.2nM,True
4cpw,1.7,2014,7.5,Ki=31.5nM,True
5mwp,1.82,2018,7.5,Ki=31.6nM,True
6otg,1.5,2019,7.5,Ki=31.4nM,True
2vwo,1.6,2009,7.51,Ki=31nM,True
3n2v,1.55,2010,7.51,Ki=31nM,True
4hdp,1.22,2013,7.51,Ki=30.9nM,True
5byi,1.15,2015,7.51,Ki=30.7nM,True
1ivp,2.5,1993,7.52,Ki=30nM,True
1lf2,1.8,2002,7.52,Ki=30nM,True
1mmq,1.9,1996,7.52,Ki=0.03uM,True
1uml,2.5,2004,7.52,Ki=30nM,True
1zfq,1.55,2006,7.52,Ki=30nM,True
3ekr,2,2008,7.52,Ki=0.03uM,True
3hfb,1.92,2010,7.52,Ki=0.03uM,True
3l4u,1.9,2010,7.52,Ki=0.03uM,True
3rlr,1.7,2011,7.52,Ki=30nM,True
4dq2,2.5,2012,7.52,Ki=0.03uM,True
4ty6,1.85,2014,7.52,Ki=30nM,True
5d48,1.81,2016,7.52,Ki=0.03uM,True
5u8c,1.6,2017,7.53,Ki=29.58nM,True
2f1g,1.9,2006,7.54,Ki=29nM,True
1lpk,2.2,2003,7.55,Ki=28nM,True
1tlp,2.3,1989,7.55,Ki=28nM,True
1v0l,0.98,2004,7.55,Ki=0.028uM,True
2oi0,2,2007,7.55,Ki=28nM,True
3ni5,2.1,2011,7.55,Ki=28nM,True
4ngn,1.64,2014,7.55,Ki=28.1nM,True
5c8n,2.4,2015,7.55,Ki=28nM,True
5oot,2.1,2017,7.55,Ki=0.0285uM,True
6aqs,1.57,2018,7.55,Ki=28nM,True
6gvf,2.5,2019,7.55,Ki=28nM,True
3suf,2.19,2012,7.56,Ki=27.8nM,True
1d09,2.1,2000,7.57,Ki=27nM,True
1qhc,1.7,1999,7.57,Ki=27nM,True
2avs,1.1,2006,7.57,Ki=27.0nM,True
3ipq,2,2010,7.57,Ki=27nM,True
4crb,1.85,2015,7.57,Ki=0.027uM,True
2fdp,2.5,2006,7.59,Ki=26nM,True
2xb8,2.4,2010,7.59,Ki=26nM,True
3t5u,1.75,2012,7.59,Ki=0.026uM,True
6hax,2.35,2019,7.59,Ki=26nM,True
1lpz,2.4,2003,7.6,Ki=25nM,True
2o8h,1.8,2007,7.6,Ki=25nM,True
2zmm,2.1,2008,7.6,Ki=25nM,True
3ehx,1.9,2009,7.6,Ki=25nM,True
3gc4,1.8,2009,7.6,Ki=25nM,True
3iph,2.1,2009,7.6,Ki=25.1nM,True
3kr4,2,2010,7.6,Ki=25nM,True
3liw,2.22,2010,7.6,Ki=0.025uM,True
3p58,1.49,2011,7.6,Ki=25.4nM,True
5hct,1.36,2016,7.6,Ki=0.0254uM,True
3ibn,2.2,2009,7.61,Ki=24.5nM,True
4g95,1.35,2014,7.61,Ki=24.4nM,True
5vij,2.11,2017,7.61,Ki=24.3nM,True
1yqy,2.3,2005,7.62,Ki=24nM,True
2aoe,1.54,2006,7.62,Ki=0.024uM,True
2p3c,2.1,2007,7.62,Ki=24nM,True
2psu,1.93,2007,7.62,Ki=24nM,True
2pvl,1.9,2008,7.62,Ki=24nM,True
3be9,2,2008,7.62,Ki=24nM,True
