PDB_ID,Resolution,Year,pKi_or_pKd,Measurement,Is_Ki
2vjx,1.85,2008,4.96,Ki=11uM,True
2w67,2.25,2009,4.96,Ki=11uM,True
2yoh,1.60,2013,4.96,Ki=11uM,True
3d67,3.40,2008,4.96,Ki=11uM,True
3lbj,1.50,2010,4.96,Ki=11uM,True
3n87,2.40,2011,4.96,Ki=11uM,True
3veh,2.00,2012,4.96,Ki=11uM,True
4jsa,1.50,2013,4.96,Ki=11uM,True
4k5l,1.91,2013,4.96,Ki=11uM,True
6ibs,1.37,2019,4.96,Ki=11uM,True
6r0v,1.60,2019,4.96,Ki=11uM,True
2kaw,NMR,2009,4.97,Ki=10.7uM,True
2wd7,1.90,2009,4.97,Ki=10.6uM,True
3zn0,2.80,2013,4.97,Ki=10.7uM,True
4e3g,1.55,2012,4.97,Ki=10.6uM,True
4in9,1.55,2013,4.97,Ki=10.7uM,True
6f9r,1.85,2018,4.97,Ki=10.6uM,True
6n92,1.70,2019,4.97,Ki=10.8uM,True
4mqp,1.83,2014,4.98,Ki=10.4uM,True
4re2,2.00,2015,4.98,Ki=10.4uM,True
3gjs,1.90,2009,4.99,Ki=10.2uM,True
5v8p,2.50,2017,4.99,Ki=10.2uM,True
1c84,2.35,2000,5.00,Ki=9.9uM,True
1cp6,1.90,1999,5.00,Ki=10uM,True
1hlk,2.50,2001,5.00,Ki=10uM,True
1hqf,2.90,2001,5.00,Ki=10uM,True
1i6v,3.30,2001,5.00,Ki=10uM,True
1kr3,2.50,2003,5.00,Ki=10uM,True
1nc3,2.20,2003,5.00,Ki=10uM,True
1nnb,2.80,1994,5.00,Ki=10uM,True
1o35,1.41,2003,5.00,Ki=10uM,True
1uvu,2.80,1997,5.00,Ki=10uM,True
1w2h,2.00,2005,5.00,Ki=10uM,True
2oym,1.86,2007,5.00,Ki=10uM,True
3d1g,1.64,2008,5.00,Ki=10uM,True
3gbe,1.70,2009,5.00,Ki=10uM,True
3ufa,1.80,2013,5.00,Ki=10uM,True
4u6c,1.91,2015,5.00,Ki=9.9uM,True
5evb,1.84,2016,5.00,Ki=10uM,True
5evd,1.80,2016,5.00,Ki=10uM,True
1ppi,2.20,1995,5.01,Ki=9.7uM,True
2glp,2.42,2007,5.01,Ki=9.7uM,True
3mxs,1.24,2010,5.01,Ki=9.8uM,True
4dds,1.36,2012,5.01,Ki=9.7uM,True
3bgc,1.80,2008,5.02,Ki=9.6uM,True
4est,1.78,1992,5.02,Ki=9.5uM,True
4u70,1.60,2015,5.02,Ki=9.5uM,True
1dgm,1.80,2000,5.05,Ki=8.9uM,True
1fkw,2.40,1996,5.05,Ki=9uM,True
1gi8,1.75,2002,5.05,Ki=8.9uM,True
1qxk,2.30,2003,5.05,Ki=9.0uM,True
3aau,1.80,2010,5.05,Ki=9.0uM,True
4kvm,2.60,2013,5.05,Ki=8.9uM,True
4yzu,1.41,2015,5.05,Ki=9uM,True
5nxy,1.90,2018,5.05,Ki=9uM,True
6r1k,1.94,2019,5.05,Ki=9.0uM,True
2v77,1.60,2008,5.06,Ki=8.7uM,True
3f68,1.75,2009,5.06,Ki=8.7uM,True
3p9h,1.80,2011,5.06,Ki=8.7uM,True
5c1w,1.70,2015,5.06,Ki=8.7uM,True
5ops,2.00,2017,5.06,Ki=8.63uM,True
5vjn,1.78,2017,5.06,Ki=8.7uM,True
2c3l,2.35,2005,5.07,Ki=8.58uM,True
3axm,1.65,2012,5.07,Ki=8.5uM,True
4eok,2.57,2013,5.07,Ki=8600nM,True
5l87,0.87,2017,5.07,Ki=8.43uM,True
6jtc,2.39,2019,5.07,Ki=8.45uM,True
6r4k,2.13,2019,5.07,Ki=8.5uM,True
1enu,1.95,2000,5.08,Ki=8.3uM,True
1gfy,2.13,2000,5.08,Ki=8.32uM,True
2qtg,1.84,2008,5.08,Ki=8.3uM,True
3snd,1.89,2011,5.08,Ki=8.27uM,True
4mho,2.00,2014,5.08,Ki=8.25uM,True
6d16,1.40,2019,5.08,Ki=8.4uM,True
1yyy,2.10,1999,5.09,Ki=8100nM,True
4c72,1.50,2013,5.09,Ki=8.2uM,True
4cq0,1.45,2014,5.09,Ki=8106nM,True
5fhm,1.55,2016,5.09,Ki=8.15uM,True
1o0o,1.20,2003,5.10,Ki=8uM,True
1od8,1.05,2003,5.10,Ki=8uM,True
1v0k,1.03,2004,5.10,Ki=8uM,True
1v0m,1.07,2004,5.10,Ki=8uM,True
1w7g,1.65,2006,5.10,Ki=8uM,True
2qrq,1.80,2008,5.10,Ki=7.9uM,True
2r9w,1.80,2008,5.10,Ki=8uM,True
3bxs,1.60,2008,5.10,Ki=8uM,True
3p4v,2.00,2011,5.10,Ki=8uM,True
3syr,2.40,2012,5.10,Ki=7.9uM,True
4rkx,1.59,2015,5.10,Ki=8uM,True
4ydf,2.80,2016,5.10,Ki=7.9uM,True
5xhr,1.80,2017,5.10,Ki=7.9uM,True
1k4h,1.80,2002,5.11,Ki=7.7uM,True
1yp9,2.10,2006,5.11,Ki=7700nM,True
3gpj,2.70,2009,5.11,Ki=7.8uM,True
3k4d,2.39,2010,5.11,Ki=7750nM,True
4e49,1.45,2012,5.11,Ki=7.7uM,True
4gly,1.52,2013,5.11,Ki=7.7uM,True
5y0x,1.60,2018,5.11,Ki=7.75uM,True
2web,1.50,1998,5.12,Ki=7.6uM,True
3n2c,2.81,2010,5.12,Ki=7.5uM,True
4kiw,2.57,2014,5.12,Ki=7.5uM,True
6n95,1.80,2019,5.12,Ki=7.5uM,True
1gcz,1.90,2001,5.13,Ki=7.4uM,True
1hti,2.80,1995,5.13,Ki=7.4uM,True
3s9e,1.60,2011,5.13,Ki=7.43uM,True
6f9u,1.90,2018,5.13,Ki=7.4uM,True
1y3x,1.70,2005,5.14,Ki=7315nM,True
1zzz,1.90,1999,5.14,Ki=7300nM,True
2br1,2.00,2005,5.14,Ki=7.2uM,True
3bls,2.30,1998,5.14,Ki=7.3uM,True
6dak,1.60,2018,5.14,Ki=7.21uM,True
1jcx,1.80,2002,5.15,Ki=7.0uM,True
1jvu,1.78,2002,5.15,Ki=7uM,True
1o0m,1.50,2003,5.15,Ki=7.1uM,True
1pb8,1.45,2003,5.15,Ki=7.02uM,True
1s38,1.81,2004,5.15,Ki=7.0uM,True
1thz,1.80,2004,5.15,Ki=7.1uM,True
2afx,1.64,2005,5.15,Ki=7.1uM,True
3ozr,1.73,2011,5.15,Ki=7022nM,True
4qrh,1.65,2015,5.15,Ki=7.0uM,True
6b95,1.95,2018,5.15,Ki=7.1uM,True
6jn5,1.97,2019,5.15,Ki=7.08uM,True
6n97,1.75,2019,5.15,Ki=7.1uM,True
1jqd,2.28,2002,5.16,Ki=6.9uM,True
1q1m,2.60,2003,5.16,Ki=6.9uM,True
6jn3,2.22,2019,5.16,Ki=6.85uM,True
6om8,2.45,2019,5.16,Ki=6.9uM,True
6pnn,2.10,2019,5.16,Ki=6.9uM,True
2zfp,2.25,2008,5.17,Ki=6.8uM,True
3b7j,2.40,2008,5.17,Ki=6.8uM,True
4gkm,1.67,2013,5.17,Ki=6.8uM,True
6cbf,2.30,2018,5.17,Ki=6.8uM,True
6hwz,1.64,2018,5.17,Ki=6.7uM,True
6pnm,1.82,2019,5.17,Ki=6.7uM,True
1ft7,2.20,2000,5.18,Ki=6.6uM,True
2qrg,1.85,2008,5.18,Ki=6.6uM,True
3w37,1.70,2013,5.18,Ki=6.68uM,True
4iif,2.45,2013,5.18,Ki=6.6uM,True
4u73,1.80,2015,5.18,Ki=6.6uM,True
6ar9,2.28,2018,5.18,Ki=6.54uM,True
1ocq,1.08,2003,5.19,Ki=6.5uM,True
1ogg,1.97,2004,5.19,Ki=6.4uM,True
2ko7,NMR,2009,5.19,Ki=6.5uM,True
2qdt,2.00,2007,5.19,Ki=6.5uM,True
3kjn,1.80,2010,5.19,Ki=6.44uM,True
3s1g,1.82,2012,5.19,Ki=6.5uM,True
3qj0,2.30,2011,5.20,Ki=6.3uM,True
3tjm,1.48,2011,5.20,Ki=6.36uM,True
3uu1,1.82,2012,5.20,Ki=6.3uM,True
5f91,2.00,2016,5.20,Ki=6.3uM,True
1o2r,1.45,2003,5.21,Ki=6.1uM,True
3bcs,2.00,2008,5.21,Ki=6.1uM,True
3qiz,2.00,2011,5.21,Ki=6.1uM,True
4cwo,2.31,2014,5.21,Ki=6.1uM,True
4few,1.98,2012,5.21,Ki=6.2uM,True
4m0r,1.96,2014,5.21,Ki=6.2uM,True
5oje,1.58,2018,5.21,Ki=6.1uM,True
5wag,1.93,2017,5.21,Ki=6110nM,True
6pvu,1.49,2019,5.21,Ki=6.2uM,True
16pk,1.60,1998,5.22,Ki=6uM,True
1bq4,2.50,1998,5.22,Ki=6uM,True
1gi9,1.80,2002,5.22,Ki=6.0uM,True
1gjd,1.75,2002,5.22,Ki=6.0uM,True
1h1h,2.00,2002,5.22,Ki=6uM,True
1j17,2.00,2002,5.22,Ki=6.05uM,True
1o5c,1.63,2004,5.22,Ki=6.0uM,True
1w4o,1.60,2005,5.22,Ki=6uM,True
2hxm,1.30,2006,5.22,Ki=6uM,True
2wzm,1.64,2010,5.22,Ki=6.0uM,True
2zxd,2.15,2009,5.22,Ki=6.0uM,True
3dne,2.00,2009,5.22,Ki=6uM,True
3ijz,2.21,2010,5.22,Ki=6uM,True
3iof,1.44,2010,5.22,Ki=6uM,True
4kup,1.31,2014,5.22,Ki=6uM,True
4lrr,2.41,2013,5.22,Ki=6uM,True
4u71,1.80,2015,5.22,Ki=6.0uM,True
5dhs,2.62,2016,5.22,Ki=6uM,True
5ev8,2.30,2016,5.22,Ki=6uM,True
1ndw,2.00,2003,5.23,Ki=5900nM,True
2q38,1.95,2007,5.23,Ki=5950nM,True
3lc3,1.90,2010,5.23,Ki=5.9uM,True
6ibv,1.40,2019,5.23,Ki=5.9uM,True
6mxd,2.96,2019,5.23,Ki=5.83uM,True
1fh7,1.82,2000,5.24,Ki=5.8uM,True
1s89,2.22,2004,5.24,Ki=5.8uM,True
2jfz,1.86,2007,5.24,Ki=5.8uM,True
2vgc,1.80,1997,5.24,Ki=5.76uM,True
3e16,1.60,2008,5.24,Ki=5.78uM,True
3pb8,1.13,2011,5.24,Ki=5.748uM,True
3u1i,2.30,2011,5.25,Ki=5.6uM,True
5yie,2.10,2018,5.25,Ki=5.6uM,True
1w4q,1.68,2005,5.26,Ki=5.5uM,True
2qft,1.55,2007,5.26,Ki=5.5uM,True
4r5x,1.85,2014,5.26,Ki=5.5uM,True
6q2y,1.00,2019,5.26,Ki=5.5uM,True
1qca,2.20,1995,5.27,Ki=5.4uM,True
2x7u,2.12,2010,5.27,Ki=5340nM,True
3bmo,1.60,2008,5.27,Ki=5.4uM,True
4jfs,2.00,2013,5.27,Ki=5.4uM,True
4zx6,2.05,2016,5.27,Ki=5.4uM,True
1f5l,2.10,2001,5.28,Ki=5.3uM,True
1kfy,3.60,2002,5.28,Ki=5.2uM,True
2yjq,2.25,2011,5.28,Ki=5.2uM,True
3o5x,2.00,2010,5.28,Ki=5.2uM,True
4j46,1.42,2013,5.28,Ki=5.24uM,True
1c88,1.80,2000,5.29,Ki=5.1uM,True
4mhs,2.00,2014,5.29,Ki=5.14uM,True
1a69,2.10,1998,5.30,Ki=5uM,True
1o0f,1.50,2003,5.30,Ki=5uM,True
1pr1,2.30,2003,5.30,Ki=5uM,True
1vyq,2.40,2005,5.30,Ki=4.98uM,True
1xbb,1.57,2004,5.30,Ki=5.0uM,True
1yxd,2.00,2005,5.30,Ki=5uM,True
2oyk,1.50,2007,5.30,Ki=5uM,True
2vk6,1.50,2008,5.30,Ki=5uM,True
2ww0,2.80,2009,5.30,Ki=5uM,True
2zxb,2.61,2009,5.30,Ki=5.0uM,True
3ckr,2.70,2008,5.30,Ki=5.001uM,True
3pgl,2.35,2011,5.30,Ki=5uM,True
4e5i,2.94,2012,5.30,Ki=5.01uM,True
4mic,2.45,2014,5.30,Ki=4.98uM,True
4ob0,1.20,2014,5.30,Ki=5.0uM,True
4oem,1.52,2015,5.30,Ki=5.0uM,True
5bwb,2.57,2015,5.30,Ki=5uM,True
5v3r,1.91,2018,5.30,Ki=5uM,True
6d2o,1.90,2018,5.30,Ki=5uM,True
6r1w,1.35,2019,5.30,Ki=5.0uM,True
4u1b,1.89,2015,5.31,Ki=4.9uM,True
5eij,1.99,2016,5.31,Ki=4860nM,True
1al8,2.20,1997,5.32,Ki=4.8uM,True
1y20,1.40,2005,5.32,Ki=4.8uM,True
5g1z,1.50,2017,5.32,Ki=4.74uM,True
6pno,1.82,2019,5.32,Ki=4.8uM,True
3gjq,2.60,2009,5.33,Ki=4.7uM,True
3ozs,1.44,2011,5.33,Ki=4645nM,True
3q1x,1.59,2011,5.33,Ki=4.7uM,True
4giu,1.67,2013,5.33,Ki=4.7uM,True
1hee,1.75,2001,5.34,Ki=4.6uM,True
1k06,1.80,2001,5.34,Ki=4.6uM,True
1k08,2.26,2001,5.34,Ki=4.6uM,True
1zgi,2.20,2005,5.34,Ki=4.6uM,True
2qnb,1.80,2008,5.34,Ki=4.6uM,True
3hkq,1.70,2009,5.34,Ki=4.55uM,True
3k4q,2.20,2010,5.34,Ki=4.6uM,True
3qiy,2.30,2011,5.34,Ki=4.6uM,True
5yr6,1.75,2018,5.34,Ki=4.57uM,True
1ql9,2.30,2000,5.35,Ki=4.45uM,True
2gkl,1.86,2007,5.35,Ki=4.5uM,True
3bc4,1.82,2008,5.35,Ki=4.5uM,True
3e9b,2.15,2008,5.35,Ki=4.5uM,True
3hkn,1.80,2009,5.35,Ki=4.51uM,True
4k76,1.75,2014,5.35,Ki=4.5uM,True
4yx9,1.75,2015,5.35,Ki=4.5uM,True
6ep4,2.30,2017,5.35,Ki=4.5uM,True
6of5,2.30,2019,5.35,Ki=4.5uM,True
1oy7,2.70,2003,5.36,Ki=4.4uM,True
2qlj,2.60,2007,5.36,Ki=4.4uM,True
2qn3,1.96,2008,5.36,Ki=4.4uM,True
3bv9,1.80,2008,5.36,Ki=4.4uM,True
3ldq,1.90,2011,5.36,Ki=4.32uM,True
5obr,2.62,2017,5.36,Ki=4.4uM,True
1gpk,2.10,2002,5.37,Ki=4.3uM,True
1sgu,1.90,2004,5.37,Ki=4235nM,True
2glm,2.60,2007,5.37,Ki=4.3uM,True
2oc1,2.70,2007,5.37,Ki=4.3uM,True
3qt6,2.05,2011,5.37,Ki=4.3uM,True
3wmb,2.70,2014,5.37,Ki=4.28uM,True
4dpy,2.14,2012,5.37,Ki=4.3uM,True
4du8,2.10,2012,5.37,Ki=4.3uM,True
4el5,2.00,2012,5.37,Ki=4.3uM,True
5cdh,2.00,2016,5.37,Ki=4.3uM,True
6cb5,1.78,2018,5.37,Ki=4.3uM,True
1g3e,1.80,2001,5.38,Ki=4.2uM,True
1ke0,2.30,2002,5.38,Ki=4.2uM,True
1qbv,1.80,1999,5.39,Ki=4100nM,True
3fzc,2.00,2010,5.39,Ki=4.1uM,True
3hkt,2.36,2009,5.39,Ki=4.1uM,True
3m1k,1.35,2010,5.39,Ki=4.1uM,True
1bq3,2.70,1998,5.40,Ki=4uM,True
1f8b,1.80,2001,5.40,Ki=4.0uM,True
1mmr,2.40,1996,5.40,Ki=4.0uM,True
1nym,1.20,2003,5.40,Ki=4.0uM,True
1trd,2.50,1993,5.40,Ki=4uM,True
1uvs,2.80,1997,5.40,Ki=4uM,True
2i80,2.19,2006,5.40,Ki=4uM,True
2qg2,1.80,2008,5.40,Ki=4.0uM,True
3pch,2.05,1998,5.40,Ki=4uM,True
4aph,1.99,2012,5.40,Ki=4.0uM,True
4ij1,1.79,2013,5.40,Ki=4uM,True
4nwd,2.60,2014,5.40,Ki=3.96uM,True
5m2v,3.18,2017,5.40,Ki=4.0uM,True
5yid,2.10,2018,5.40,Ki=4.0uM,True
6ny0,1.40,2019,5.40,Ki=4.0uM,True
6r1d,1.10,2019,5.40,Ki=4uM,True
1xxe,NMR,2004,5.41,Ki=3.9uM,True
2j47,1.98,2006,5.41,Ki=3.9uM,True
4u6z,1.80,2015,5.41,Ki=3.9uM,True
4uma,1.76,2014,5.41,Ki=3.9uM,True
5m7t,2.60,2017,5.41,Ki=3.9uM,True
1gja,1.56,2002,5.42,Ki=3.8uM,True
3l4t,1.90,2010,5.42,Ki=3.8uM,True
4fev,1.89,2012,5.42,Ki=3.8uM,True
5iz9,2.93,2017,5.42,Ki=3.80uM,True
6n96,1.70,2019,5.42,Ki=3.8uM,True
1fq7,2.80,2000,5.43,Ki=3.74uM,True
1fw0,1.90,2000,5.43,Ki=3690nM,True
2qln,2.15,2008,5.43,Ki=3.7uM,True
3k0k,2.70,2010,5.43,Ki=3.7uM,True
1syi,2.10,2005,5.44,Ki=3590nM,True
2q6f,2.00,2008,5.44,Ki=3.6uM,True
2wr8,1.77,2009,5.44,Ki=3.6uM,True
3ggc,2.78,2009,5.44,Ki=3.6uM,True
4dju,1.80,2012,5.44,Ki=3.6uM,True
4j26,2.30,2013,5.44,Ki=3.64uM,True
4rsp,1.62,2015,5.44,Ki=3.6uM,True
5tp0,1.25,2017,5.44,Ki=3.66uM,True
6buu,2.40,2018,5.44,Ki=3.6uM,True
6d1u,2.05,2018,5.44,Ki=3.63uM,True
6tl2,3.80,2019,5.44,Ki=3.6uM,True
3mi3,2.38,2010,5.45,Ki=3.56uM,True
1anf,1.67,1997,5.46,Ki=3.5uM,True
1q65,2.10,2004,5.46,Ki=3.5uM,True
4jft,2.10,2013,5.46,Ki=3.5uM,True
4mvn,1.70,2014,5.46,Ki=3.5uM,True
6nxz,1.75,2019,5.46,Ki=3.5uM,True
1g7f,1.80,2001,5.47,Ki=3.4uM,True
1gi1,1.42,2002,5.47,Ki=3.4uM,True
1o2s,1.65,2003,5.47,Ki=3.4uM,True
5nn5,2.00,2017,5.47,Ki=3.4uM,True
6c7w,1.28,2018,5.47,Ki=3410nM,True
5yib,2.15,2018,5.48,Ki=3.3uM,True
6dd0,1.50,2019,5.48,Ki=3.3uM,True
1pyn,2.20,2003,5.49,Ki=3.2uM,True
2h4k,2.30,2006,5.49,Ki=3.2uM,True
2ioa,2.80,2006,5.49,Ki=3.2uM,True
2o0u,2.10,2007,5.49,Ki=3.2uM,True
2uy5,1.60,2007,5.49,Ki=3.2uM,True
3bmq,1.70,2008,5.49,Ki=3.2uM,True
3t3g,2.40,2012,5.49,Ki=3.27uM,True
4lv3,1.42,2014,5.49,Ki=3.2uM,True
4u7v,1.38,2015,5.49,Ki=3.2uM,True
6f29,2.60,2018,5.49,Ki=3.25uM,True
6h7d,2.40,2019,5.49,Ki=3.2uM,True
2ajb,2.75,2006,5.50,Ki=3.14uM,True
3tza,1.90,2011,5.50,Ki=3.15uM,True
6s0e,1.90,2019,5.50,Ki=3.17uM,True
1ggn,2.36,2000,5.51,Ki=3.1uM,True
2wqp,1.75,2009,5.51,Ki=3.1uM,True
3vgc,1.67,1997,5.51,Ki=3.11uM,True
5iza,1.50,2017,5.51,Ki=3.12uM,True
1a8i,1.78,1998,5.52,Ki=3.0uM,True
1kc7,2.20,2002,5.52,Ki=3uM,True
1lox,2.40,1998,5.52,Ki=3uM,True
1ydr,2.20,1997,5.52,Ki=3.0uM,True
2cht,2.20,1994,5.52,Ki=3uM,True
2ydt,1.60,2011,5.52,Ki=3.0uM,True
3iog,1.41,2010,5.52,Ki=3uM,True
3t6y,2.60,2012,5.52,Ki=3.0uM,True
3v0l,1.75,2013,5.52,Ki=3.0uM,True
4de3,1.44,2012,5.52,Ki=3.0uM,True
4en4,2.15,2012,5.52,Ki=3uM,True
5yia,2.00,2018,5.52,Ki=3.0uM,True
6dzy,4.10,2019,5.52,Ki=3uM,True
6q30,1.50,2019,5.52,Ki=3uM,True
1bjv,1.80,1998,5.54,Ki=2.9uM,True
1kdw,2.28,2002,5.54,Ki=2.9uM,True
4o0t,2.60,2014,5.54,Ki=2.9uM,True
1g3d,1.80,2001,5.55,Ki=2.8uM,True
2iuz,1.95,2006,5.55,Ki=2.8uM,True
2wyn,2.10,2010,5.55,Ki=2.8uM,True
3uzj,1.69,2012,5.55,Ki=2.82uM,True
4kww,2.55,2013,5.55,Ki=2.8uM,True
4p5e,1.35,2014,5.55,Ki=2.8uM,True
4pqa,1.78,2014,5.55,Ki=2.8uM,True
4wbg,1.90,2015,5.55,Ki=2.85uM,True
5knu,2.81,2017,5.55,Ki=2.8uM,True
6ouv,1.94,2019,5.55,Ki=2.8uM,True
6qyk,2.30,2019,5.55,Ki=2.8uM,True
6mxc,1.99,2019,5.56,Ki=2.73uM,True
1jak,1.75,2001,5.57,Ki=2.7uM,True
2np9,2.45,2007,5.57,Ki=2.7uM,True
2onb,2.70,2007,5.57,Ki=2.7uM,True
3uxl,2.20,2012,5.57,Ki=2.7uM,True
3vtr,2.50,2013,5.57,Ki=2.714uM,True
6hy7,2.26,2019,5.57,Ki=2.7uM,True
6j8q,1.79,2019,5.57,Ki=2.7uM,True
3su5,1.55,2012,5.58,Ki=2635nM,True
4tw8,3.00,2014,5.58,Ki=2.611uM,True
1mfi,1.80,1999,5.59,Ki=2.6uM,True
3sha,1.52,2012,5.59,Ki=2.6uM,True
4cwn,1.80,2014,5.59,Ki=2.6uM,True
5opr,1.95,2017,5.59,Ki=2.56uM,True
5wg9,2.30,2018,5.59,Ki=2.6uM,True
6esy,2.80,2017,5.59,Ki=2.6uM,True
6fnr,1.83,2018,5.59,Ki=2.6uM,True
1fwe,2.00,1997,5.60,Ki=2.5uM,True
1vfn,2.15,1997,5.60,Ki=2.5uM,True
2wca,2.30,2009,5.60,Ki=2.5uM,True
3bl1,2.10,2008,5.60,Ki=2.52uM,True
3fa3,2.60,2009,5.60,Ki=2.5uM,True
3qce,2.10,2011,5.60,Ki=2.5uM,True
3qcf,2.50,2011,5.60,Ki=2.5uM,True
3u78,2.69,2012,5.60,Ki=2.5uM,True
4os1,2.20,2014,5.60,Ki=2.5uM,True
5osk,2.11,2017,5.60,Ki=2.5uM,True
5ll7,1.40,2018,5.61,Ki=2.43uM,True
6qs1,1.80,2019,5.61,Ki=2430nM,True
1ejn,1.80,2000,5.62,Ki=2.4uM,True
3abu,3.10,2010,5.62,Ki=2.4uM,True
4ddy,1.36,2012,5.62,Ki=2.4uM,True
4iid,2.30,2013,5.62,Ki=2.4uM,True
4j48,2.10,2013,5.62,Ki=2.41uM,True
5iz8,3.06,2017,5.62,Ki=2.41uM,True
5uv1,2.40,2017,5.62,Ki=2.4uM,True
5wgp,1.53,2018,5.62,Ki=2400nM,True
6h29,1.46,2018,5.62,Ki=2.4uM,True
3rf5,2.10,2011,5.63,Ki=2.37uM,True
1f57,1.75,2000,5.64,Ki=2.3uM,True
1hlf,2.26,2000,5.64,Ki=2.3uM,True
1lrt,2.20,2003,5.64,Ki=2.3uM,True
1y3v,1.60,2005,5.64,Ki=2300nM,True
1y3y,1.75,2005,5.64,Ki=2300nM,True
1z9g,1.70,2005,5.64,Ki=2.3uM,True
2ojg,2.00,2007,5.64,Ki=2.3uM,True
2qlm,2.10,2008,5.64,Ki=2.3uM,True
3fv7,2.00,2010,5.64,Ki=2.3uM,True
3n86,1.90,2011,5.64,Ki=2.3uM,True
4mbp,1.70,1998,5.64,Ki=2.3uM,True
4zqt,1.98,2015,5.64,Ki=2.3uM,True
6fmp,2.92,2018,5.64,Ki=2265nM,True
3sn8,1.99,2011,5.65,Ki=2.24uM,True
1n5r,2.25,2003,5.66,Ki=2.2uM,True
1nhu,2.00,2003,5.66,Ki=2.2uM,True
1nhv,2.90,2003,5.66,Ki=2.2uM,True
2aod,1.40,2006,5.66,Ki=2.17uM,True
2erz,2.20,2005,5.66,Ki=2.2uM,True
2op9,1.80,2007,5.66,Ki=2.2uM,True
2x97,1.85,2010,5.66,Ki=2200nM,True
3mke,1.75,2010,5.66,Ki=2.2uM,True
4jls,2.20,2014,5.66,Ki=2.2uM,True
5c28,1.56,2015,5.66,Ki=2.2uM,True
5m4k,2.60,2017,5.66,Ki=2.17uM,True
6cjv,1.55,2018,5.66,Ki=2200nM,True
6hx5,1.44,2018,5.66,Ki=2.2uM,True
6jaw,1.98,2019,5.66,Ki=2.18uM,True
2h15,1.90,2007,5.67,Ki=2135nM,True
2pqz,1.55,2008,5.67,Ki=2.15uM,True
2qwf,1.90,1998,5.67,Ki=2.160uM,True
6f28,2.40,2018,5.67,Ki=2.15uM,True
1gnn,2.30,1996,5.68,Ki=2100nM,True
1oxn,2.20,2003,5.68,Ki=2.1uM,True
1pwu,2.70,2004,5.68,Ki=2.1uM,True
2an5,2.50,2006,5.68,Ki=2.1uM,True
2q8z,1.80,2008,5.68,Ki=2.1uM,True
2vr4,1.80,2008,5.68,Ki=2.1uM,True
3oil,1.50,2011,5.68,Ki=2100nM,True
4jfj,1.08,2013,5.68,Ki=2.1uM,True
4mm9,2.90,2013,5.68,Ki=2070nM,True
4q9y,1.55,2015,5.68,Ki=2.1uM,True
4wku,2.00,2014,5.68,Ki=2.1uM,True
6jn4,1.90,2019,5.69,Ki=2.02uM,True
1a46,2.12,1998,5.70,Ki=2000nM,True
1egh,2.00,2000,5.70,Ki=2uM,True
1g98,1.90,2001,5.70,Ki=2uM,True
1g9r,2.00,2001,5.70,Ki=2uM,True
1i48,3.25,2001,5.70,Ki=2.0uM,True
1jsv,1.96,2001,5.70,Ki=2uM,True
1n1m,2.50,2002,5.70,Ki=2uM,True
2a14,1.70,2005,5.70,Ki=2.0uM,True
2avm,1.10,2006,5.70,Ki=2.0uM,True
2bgn,3.15,2005,5.70,Ki=2uM,True
2f2h,1.95,2006,5.70,Ki=2uM,True
2ya6,2.00,2011,5.70,Ki=2uM,True
3acx,1.31,2010,5.70,Ki=2uM,True
3bar,1.90,2008,5.70,Ki=2.0uM,True
3d4y,1.52,2008,5.70,Ki=2uM,True
3kku,1.28,2010,5.70,Ki=2uM,True
4bs0,1.09,2013,5.70,Ki=2uM,True
4f39,1.83,2012,5.70,Ki=1980nM,True
4j28,1.73,2013,5.70,Ki=2.0uM,True
4l2l,1.65,2014,5.70,Ki=0.002mM,True
5dhq,2.29,2016,5.70,Ki=2uM,True
5wei,2.25,2017,5.70,Ki=2uM,True
6eip,2.56,2018,5.70,Ki=2015nM,True
6jay,1.50,2019,5.70,Ki=1.99uM,True
7gch,1.80,1990,5.70,Ki=2uM,True
9lpr,2.20,1993,5.70,Ki=2000nM,True
2uz9,2.30,2007,5.71,Ki=1.96uM,True
3t3h,2.60,2012,5.71,Ki=1.94uM,True
4mny,1.70,2014,5.71,Ki=1.96uM,True
6q60,1.55,2019,5.71,Ki=1.97uM,True
2hob,1.95,2007,5.72,Ki=1.9uM,True
2qg0,1.85,2008,5.72,Ki=1.9uM,True
3jvr,1.76,2009,5.72,Ki=1.89uM,True
3shc,1.90,2012,5.72,Ki=1.9uM,True
3tne,2.40,2012,5.72,Ki=1.9uM,True
4zw6,1.90,2016,5.72,Ki=1.9uM,True
3bqc,1.50,2008,5.73,Ki=1.85uM,True
3m3z,2.10,2011,5.73,Ki=1.85uM,True
4j44,1.30,2013,5.73,Ki=1.87uM,True
1g3b,1.80,2001,5.74,Ki=1.8uM,True
1o32,1.78,2003,5.74,Ki=1.8uM,True
1o33,1.46,2003,5.74,Ki=1.8uM,True
1o34,1.50,2003,5.74,Ki=1.8uM,True
1o5e,1.75,2004,5.74,Ki=1.8uM,True
1zdp,1.70,2005,5.74,Ki=1.8uM,True
1zyr,3.00,2005,5.74,Ki=1.8uM,True
2b1v,1.80,2006,5.74,Ki=1.8uM,True
2flb,1.95,2006,5.74,Ki=1.8uM,True
3g9n,2.80,2009,5.74,Ki=1.8uM,True
3jyj,1.87,2010,5.74,Ki=1.8uM,True
3pb7,1.40,2011,5.74,Ki=1.817uM,True
